# Value of 1 to indicate we must rescale to breaks
1
# Particle ID to identify what particle we use by Z. Taken from command line.
2
# Total LET value for curve
29.5045460589
# Average energy deposit at a given range. Distances um; energies in keV
# Input file name: Radial Energy_HeliumRun20MeV.csv
# Written at: 2019-04-11 10:48:50.532000
# r,Energy
0.0,0.10103360502457545
0.005,0.15449132414551828
0.01,0.17107568970049303
0.015,0.18173977519698672
0.02,0.18917812897537287
0.025,0.19528656244710213
0.03,0.20070106784913672
0.035,0.20550343062612225
0.04,0.20965641018114195
0.045,0.2133490118741701
0.05,0.2185392297131099
0.055,0.22142857988619438
0.06,0.22420270409866924
0.065,0.22683641349895353
0.07,0.22929959585629625
0.075,0.2316807654893709
0.08,0.23404873561543477
0.085,0.23631665680726735
0.09,0.23837561896187975
0.095,0.24031732395196767
0.1,0.24219166144712692
0.105,0.2439394566533881
0.11,0.24568030430896753
0.115,0.24736714534070942
0.12,0.24879311912690294
0.125,0.2503117034417813
0.13,0.2518898409130683
0.135,0.25323638696459927
0.14,0.2545840278630396
0.145,0.25590056374943965
0.15,0.2570510675365981
0.155,0.2581847950457335
0.16,0.25934264332555623
0.165,0.2604070826759964
0.17,0.2615056606093593
0.175,0.26246597403134664
0.18,0.26344037115392
0.185,0.26437315894787317
0.19,0.2652629778345613
0.195,0.2662502028011735
0.2,0.2672866898918078
0.205,0.2681211130218295
0.21,0.26896867129983476
0.215,0.2697535100828352
0.22,0.2704516598703529
0.225,0.27123246515832694
0.23,0.27196944882916657
0.235,0.2727401788429736
0.24,0.2734016393343672
0.245,0.27403971426472595
0.25,0.2746716640282342
0.255,0.27537333066105135
0.26,0.27608881591222506
0.265,0.27670648974277845
0.27,0.27726138678100287
0.275,0.2777673938268592
0.28,0.2782175743769973
0.285,0.2787256545953187
0.29,0.27928991151398563
0.295,0.2798604020408674
0.3,0.2803569460476236
0.305,0.2808834595163217
0.31,0.2814313057606659
0.315,0.2818906923047323
0.32,0.2823483845356879
0.325,0.28278973246996364
0.33,0.28330169715220826
0.335,0.28381061634064536
0.34,0.28423921792160267
0.345,0.2846897761379984
0.35,0.2851436490965204
0.355,0.28547722755243043
0.36,0.285862722557447
0.365,0.2862648696237964
0.37,0.2866511158587479
0.375,0.28703957835925115
0.38,0.28741242306486725
0.385,0.28779301278199987
0.39,0.2880993558453283
0.395,0.28846853525479416
0.4,0.2888153322649115
0.405,0.2891694110932305
0.41,0.2894591957154638
0.415,0.2897851008236061
0.42,0.2900575921477616
0.425,0.2902898542767064
0.43,0.2905393313916703
0.435,0.29077762348328323
0.44,0.29103546353887005
0.445,0.29127629718138076
0.45,0.2915201367202743
0.455,0.2918223589209843
0.46,0.2920616086607831
0.465,0.2923987891627011
0.47,0.2926959410198293
0.475,0.2930093832412447
0.48,0.2932280420601195
0.485,0.2934739110336227
0.49,0.2937114815634077
0.495,0.29398004126812893
0.5,0.2942212020935635
0.505,0.2944535607984693
0.51,0.2946559023567253
0.515,0.2948804526989929
0.52,0.2951293621498177
0.525,0.29528083156532836
0.53,0.2955690292658134
0.535,0.2956888438345269
0.54,0.2959049247729576
0.545,0.2960504410326147
0.55,0.296206865732608
0.555,0.2964442220290416
0.56,0.2966139572797317
0.565,0.2967640469767273
0.57,0.296953054178238
0.575,0.2971218183798857
0.58,0.29731359507185495
0.585,0.2975184841520636
0.59,0.2977325972932406
0.595,0.2979176265458366
0.6,0.29807515427003706
0.605,0.298254087341577
0.61,0.2984432382690598
0.615,0.2985333169874274
0.62,0.2987515714253032
0.625,0.29888788669259575
0.63,0.2990370565994317
0.635,0.2991315194632191
0.64,0.2993508499083803
0.645,0.2993924783780211
0.65,0.2995324837593484
0.655,0.2997027902455284
0.66,0.29977577967625313
0.665,0.2998938740662226
0.67,0.30003625656242683
0.675,0.30015134851585495
0.68,0.3002504240004752
0.685,0.30038181228406785
0.69,0.3004536611470984
0.695,0.30053217772814733
0.7,0.3006301745406806
0.705,0.30072518839399937
0.71,0.30080041042176053
0.715,0.3009400474745119
0.72,0.3010739564549116
0.725,0.301208887033955
0.73,0.30130368432469024
0.735,0.3014152131893619
0.74,0.30153394040963005
0.745,0.30159380804755975
0.75,0.30166402118866087
0.755,0.3017945439554651
0.76,0.3017451790672663
0.765,0.3018733298140755
0.77,0.30188564289726366
0.775,0.30195843569497205
0.78,0.3019137745386558
0.785,0.3020279242532922
0.79,0.30201399708847315
0.795,0.30196371316377674
0.8,0.302031631127216
0.805,0.3020158241351423
0.81,0.30206170576673474
0.815,0.30219298356845326
0.82,0.3022572113028573
0.825,0.3023029583548634
0.83,0.30231775569092667
0.835,0.30232764253039024
0.84,0.3023845976138095
0.845,0.30245755211138936
0.85,0.3024870411361107
0.855,0.30251729601712607
0.86,0.3025637631527527
0.865,0.3026088049356654
0.87,0.3025475509812911
0.875,0.30250031873651484
0.88,0.30248731428265885
0.885,0.30249009394273096
0.89,0.30247600667581725
0.895,0.30251114109928645
0.9,0.3025491955970441
0.905,0.3025879723898889
0.91,0.30260384436329724
0.915,0.3025793110986092
0.92,0.3025839323654218
0.925,0.3026466456147769
0.93,0.3026810891846581
0.935,0.3026433758794309
0.94,0.3026707840584965
0.945,0.3027321167565148
0.95,0.3027278434433582
0.955,0.30269092817617643
0.96,0.30272423648061364
0.965,0.30267218334705587
0.97,0.3027471664644649
0.975,0.30271980121783215
0.98,0.3027632949594302
0.985,0.3027683204632607
0.99,0.3028096723450007
0.995,0.3028371649418171
1.0,0.30288471429554287
1.005,0.30289301247928446
1.01,0.30299927383356096
1.015,0.30297954138526567
1.02,0.3030744659860342
1.025,0.30302153663486453
1.03,0.3030279176177339
1.035,0.30311960665667187
1.04,0.3030884734302864
1.045,0.30306800078519786
1.05,0.3030828816241294
1.055,0.30302751734287875
1.06,0.30301001731412625
1.065,0.3030436859104138
1.07,0.30298247782421206
1.075,0.3028721875643832
1.08,0.30281971636349997
1.085,0.30279125801288476
1.09,0.30281167971101564
1.095,0.30277483587663667
1.1,0.3027370932716619
1.105,0.3027165746709091
1.11,0.3027047468778052
1.115,0.3027003638474449
1.12,0.3027083532665625
1.125,0.3027303247882783
1.13,0.3027549383074117
1.135,0.3027788268615907
1.14,0.3028013047069536
1.145,0.30278096032391244
1.15,0.30272888076198123
1.155,0.3027086410844694
1.16,0.30269772646074916
1.165,0.3026919481996191
1.17,0.30268727311169286
1.175,0.302637622984203
1.18,0.3026192853218304
1.185,0.3026240775325829
1.19,0.30262646492018686
1.195,0.3026281462714399
1.2,0.3026065088454946
1.205,0.3025638842093714
1.21,0.30254200434776674
1.215,0.3025226754552391
1.22,0.30248361675557217
1.225,0.3024674606864978
1.23,0.3024729941159329
1.235,0.30247667213929486
1.24,0.3024753252436793
1.245,0.30244615862297103
1.25,0.3024268417971957
1.255,0.30244760306506296
1.26,0.3024264073282929
1.265,0.30239233212853733
1.27,0.3023514729668406
1.275,0.302377488488496
1.28,0.3023794321107217
1.285,0.3023100308731704
1.29,0.30228051025848673
1.295,0.30226829256300075
1.3,0.3021985095508818
1.305,0.30220733787450293
1.31,0.3022110381115052
1.315,0.30214720231546743
1.32,0.30216997357724373
1.325,0.30217216786721096
1.33,0.3021140457136336
1.335,0.30215255589111994
1.34,0.3020987816448864
1.345,0.3021098833758625
1.35,0.3020174698428768
1.355,0.30192651808134335
1.36,0.3019188431395268
1.365,0.30184158512865045
1.37,0.3018531143374516
1.375,0.3017852893097814
1.38,0.3018269398785279
1.385,0.30178005685215975
1.39,0.30182197333533095
1.395,0.30176718331357033
1.4,0.3018086690534927
1.405,0.3017527591730336
1.41,0.301780343499612
1.415,0.30170132798382676
1.42,0.30171578570538843
1.425,0.3016702727152322
1.43,0.3016446325614684
1.435,0.30166722979651506
1.44,0.3016124453724003
1.445,0.30161964977315364
1.45,0.30154771234432876
1.455,0.3015186419823788
1.46,0.301533555965236
1.465,0.30147629231396833
1.47,0.3014930271414019
1.475,0.3014488465714005
1.48,0.3013668392194045
1.485,0.30135761609363765
1.49,0.3013034839492967
1.495,0.30125778337391135
1.5,0.30125521665581995
1.505,0.30122703352645985
1.51,0.30118070825684473
1.515,0.30115034139728225
1.52,0.3011562836360891
1.525,0.3011051584647271
1.53,0.301074763323829
1.535,0.3010748151609072
1.54,0.3010631713468208
1.545,0.30102440577282136
1.55,0.3010078625854677
1.555,0.301006564912906
1.56,0.3010178327370982
1.565,0.30098191237422395
1.57,0.3009605039308282
1.575,0.3009464588006821
1.58,0.3009669569940924
1.585,0.3009100316096046
1.59,0.30086718615653557
1.595,0.3008354538279008
1.6,0.3008098197268936
1.605,0.3007907370348645
1.61,0.30079996309539425
1.615,0.3007665448091816
1.62,0.3007119440711923
1.625,0.30064830999385334
1.63,0.30060429058550736
1.635,0.3005672819649416
1.64,0.30053521981598474
1.645,0.3005093021941936
1.65,0.30050114435132175
1.655,0.3004616704586492
1.66,0.30040224522100795
1.665,0.30035743603937143
1.67,0.3003194644404032
1.675,0.30028511567629323
1.68,0.3002534357189476
1.685,0.3002236284087419
1.69,0.30019536773697947
1.695,0.30016664613132454
1.7,0.300132274889718
1.705,0.3001030733157279
1.71,0.3000760832963471
1.715,0.3000505890703528
1.72,0.3000263186655584
1.725,0.3000031821953094
1.73,0.2999808934036291
1.735,0.29995773235799855
1.74,0.29993480420272756
1.745,0.29991360209575363
1.75,0.2998933721284932
1.755,0.299873770195232
1.76,0.29985472811075226
1.765,0.2998360524995659
1.77,0.2998172444358591
1.775,0.29979518220349155
1.78,0.29975373993563315
1.785,0.29972399779891234
1.79,0.29969771441002807
1.795,0.2996733711090618
1.8,0.29965031304037665
1.805,0.29962803362635054
1.81,0.2996061403668434
1.815,0.29958366126878877
1.82,0.2995445974497213
1.825,0.29951526922439925
1.83,0.29949902665382516
1.835,0.29948078349430984
1.84,0.2994625246274007
1.845,0.2994443096010801
1.85,0.29942606817417716
1.855,0.29940733043229406
1.86,0.29938295995163205
1.865,0.2993419084605094
1.87,0.2993307940326943
1.875,0.29931626348591306
1.88,0.29930058454251157
1.885,0.2992842036533099
1.89,0.29926608207205846
1.895,0.29923622986529885
1.9,0.29921794338524127
1.905,0.29920671101841695
1.91,0.29919221997033496
1.915,0.2991765608731686
1.92,0.2991551987007022
1.925,0.2991228428565204
1.93,0.29911971853697034
1.935,0.2991090878524374
1.94,0.2990953915360634
1.945,0.2990747470121049
1.95,0.2990238378832757
1.955,0.29900541520769214
1.96,0.2989844891636358
1.965,0.29896084616966606
1.97,0.29892284813429043
1.975,0.2989141449471173
1.98,0.29889941572330225
1.985,0.2988812122242776
1.99,0.2988457332980124
1.995,0.2988377058918859
2.0,0.2988261618108686
2.005,0.2988076102234453
2.01,0.29877470902680375
2.015,0.29877200437700396
2.02,0.2987597748422207
2.025,0.2987274806247082
2.03,0.2987184291728692
2.035,0.2987088876740467
2.04,0.29867538013475464
2.045,0.2986196353552142
2.05,0.2985971493278368
2.055,0.29857079627406535
2.06,0.2985329662019967
2.065,0.2985179781835748
2.07,0.29849738079602944
2.075,0.2984630982937472
2.08,0.29845022376802083
2.085,0.2984322759951144
2.09,0.2983952236366484
2.095,0.2983805871733542
2.1,0.29836188425786964
2.105,0.2983300061743386
2.11,0.29831949485151926
2.115,0.29830146454722417
2.12,0.29827289892622727
2.125,0.2982642324537796
2.13,0.2982441992597946
2.135,0.29822282394514327
2.14,0.29822084098498575
2.145,0.29819464701905624
2.15,0.29819121557745215
2.155,0.29817909012070337
2.16,0.29815451781655017
2.165,0.29815200223936145
2.17,0.2981265248117725
2.175,0.298122849090645
2.18,0.29811299639767325
2.185,0.2980892101584271
2.19,0.2980983406900174
2.195,0.2980748922558129
2.2,0.2980794901156761
2.205,0.29806246783374274
2.21,0.29805505389227416
2.215,0.29805227367253584
2.22,0.2980277467359726
2.225,0.29803153981615566
2.23,0.29800503638020626
2.235,0.29800557487618967
2.24,0.2979577767680884
2.245,0.2979371117240195
2.25,0.29791210012381175
2.255,0.2978918926398821
2.26,0.29787639281960093
2.265,0.297852147863597
2.27,0.29784178902184055
2.275,0.29781730081730706
2.28,0.29780946019577975
2.285,0.29778546401454825
2.29,0.29778150504317047
2.295,0.2977602311575623
2.3,0.29775767940772646
2.305,0.2977350274661709
2.31,0.297732465914469
2.315,0.2977099652813704
2.32,0.2977075979910535
2.325,0.2976853038953939
2.33,0.2976830726723358
2.335,0.2976607355029141
2.34,0.29765783352558384
2.345,0.2976270737812575
2.35,0.2976157702170336
2.355,0.2975925733769626
2.36,0.29758332611836474
2.365,0.29756292108192167
2.37,0.2975516487323977
2.375,0.2975364484688939
2.38,0.2975204234485737
2.385,0.2975120652319422
2.39,0.29749311762515596
2.395,0.29748625582398336
2.4,0.29746080129221664
2.405,0.29745000377443753
2.41,0.29742935801415227
2.415,0.29741939361097697
2.42,0.29740171470057225
2.425,0.2973867782181724
2.43,0.2973780820566966
2.435,0.29736013578650305
2.44,0.29735315378953314
2.445,0.2973351600783613
2.45,0.29732775529583977
2.455,0.2973106645519514
2.46,0.2972964941976629
2.465,0.2972896159550943
2.47,0.2972725593275242
2.475,0.297265838921853
2.48,0.29725050630997985
2.485,0.2972376253186014
2.49,0.29723192450184394
2.495,0.29721588467690685
